

id,username,passwordHash,roleU1000,duke,f6804460f509a765b8ad07dca8c787ec984109088953153b8540cc1bb8a1c432,GP
U1000,duke,f6804460f509a765b8ad07dca8c787ec984109088953153b8540cc1bb8a1c432,PATIENT
U1001,duke,f6804460f509a765b8ad07dca8c787ec984109088953153b8540cc1bb8a1c432,ADMIN
U1002,duke,f6804460f509a765b8ad07dca8c787ec984109088953153b8540cc1bb8a1c432,NURSE
U1000,d,18ac3e7343f016890c510e93f935261169d9e3f565436429830faf0934f4f8e4,PATIENT
U1000,d,18ac3e7343f016890c510e93f935261169d9e3f565436429830faf0934f4f8e4,PATIENT
U1000,d,18ac3e7343f016890c510e93f935261169d9e3f565436429830faf0934f4f8e4,PATIENT
U1000,d,18ac3e7343f016890c510e93f935261169d9e3f565436429830faf0934f4f8e4,PATIENT
U1000,d,18ac3e7343f016890c510e93f935261169d9e3f565436429830faf0934f4f8e4,PATIENT
U1000,d,9b7ecc6eeb83abf9ade10fe38865df4499be3568dcc507ae2ec3b44989cb0093,RECEPTIONIST
U1000,d,18ac3e7343f016890c510e93f935261169d9e3f565436429830faf0934f4f8e4,GP
U1000,d,18ac3e7343f016890c510e93f935261169d9e3f565436429830faf0934f4f8e4,GP
U1000,dd,9b7ecc6eeb83abf9ade10fe38865df4499be3568dcc507ae2ec3b44989cb0093,ADMIN
